Date,Adj Close,Volume
2017/6/1,149.145844,16404100
2017/6/2,151.356079,27770700
2017/6/5,149.876099,25331700
2017/6/6,150.382416,26624900
2017/6/7,151.278198,21069600
2017/6/8,150.908203,21250800
2017/6/9,145.056458,64882700
2017/6/12,141.59024,72307300
2017/6/13,142.729416,34165400
2017/6/14,141.337067,31531200
2017/6/15,140.48996,32165400
2017/6/16,138.523209,50361100
2017/6/19,142.486008,32541400
2017/6/20,141.19101,24900100
2017/6/21,142.028366,21265800
2017/6/22,141.794708,19106300
2017/6/23,142.427597,35439400
2017/6/26,141.979691,25692400
2017/6/27,139.944733,24761900
2017/6/28,141.989441,22082400
2017/6/29,139.896042,31499400
2017/6/30,140.227097,23024100
2017/7/3,139.720795,14277800
2017/7/5,140.295242,21569600
2017/7/6,138.971069,24128800
2017/7/7,140.382874,19201700
2017/7/10,141.2397,21090600
2017/7/11,141.697327,19781800
2017/7/12,141.90181,24884500
2017/7/13,143.878342,25199400
2017/7/14,145.114883,20132100
2017/7/17,145.62117,23793500
2017/7/18,146.127518,17868800
2017/7/19,147.04274,20923000
2017/7/20,146.380661,17243700
2017/7/21,146.312531,26252600
2017/7/24,148.084564,21493200
2017/7/25,148.717453,18853900
2017/7/26,149.418518,15781000
2017/7/27,146.594864,32476300
2017/7/28,145.562775,17213700
2017/7/31,144.813034,19845900
2017/8/1,146.098297,35368600
2017/8/2,153.001572,69936800
2017/8/3,151.472931,27097300
2017/8/4,152.271317,20559900
2017/8/7,154.627609,21870300
2017/8/8,155.864151,36205900
2017/8/9,156.818329,26131500
2017/8/10,151.82338,40804300
2017/8/11,153.934753,26257100
2017/8/14,156.251419,22122700
2017/8/15,157.96199,29465500
2017/8/16,157.326645,27671600
2017/8/17,154.306213,27940600
2017/8/18,153.9543,27428100
2017/8/21,153.670837,26368500
2017/8/22,156.182968,21604600
2017/8/23,156.378464,19399100
2017/8/24,155.684448,19818900
2017/8/25,156.261154,25480100
2017/8/28,157.834915,25966000
2017/8/29,159.242508,29516900
2017/8/30,159.672623,27269600
2017/8/31,160.307968,26785100
2017/9/1,160.356842,16591100
2017/9/5,158.431183,29468500
2017/9/6,158.26503,21651700
2017/9/7,157.629654,21928500
2017/9/8,155.058868,28611500
2017/9/11,157.864258,31580800
2017/9/12,157.238647,71714000
2017/9/13,156.055878,44907400
2017/9/14,154.716736,23760700
2017/9/15,156.280716,49114600
2017/9/18,155.097946,28269400
2017/9/19,155.156601,20810600
2017/9/20,152.556503,52951400
2017/9/21,149.936829,37511700
2017/9/22,148.470596,46645400
2017/9/25,147.160751,44387300
2017/9/26,149.692444,36660000
2017/9/27,150.757935,25504200
2017/9/28,149.829315,22005500
2017/9/29,150.650375,26299800
2017/10/2,150.347382,18698800
2017/10/3,151.002274,16230300
2017/10/4,150.024796,20163800
2017/10/5,151.891785,21283800
2017/10/6,151.803818,17407600
2017/10/9,152.331665,16262900
2017/10/10,152.390305,15617000
2017/10/11,153.025696,16905600
2017/10/12,152.488052,16125100
2017/10/13,153.455765,16394200
2017/10/16,156.280716,24121500
2017/10/17,156.857437,18997300
2017/10/18,156.163422,16374200
2017/10/19,152.468521,42584200
2017/10/20,152.732422,23974100
2017/10/23,152.654221,21984300
2017/10/24,153.563309,17757200
2017/10/25,152.88884,21207100
2017/10/26,153.866302,17000500
2017/10/27,159.379364,44454200
2017/10/30,162.966751,44700800
2017/10/31,165.234512,36046800
2017/11/1,163.132919,33637800
2017/11/2,164.325455,41393400
2017/11/3,168.616608,59398600
2017/11/6,170.327209,34319500
2017/11/7,170.874619,24361500
2017/11/8,172.272415,24409500
2017/11/9,171.920532,29482600
2017/11/10,171.351532,25145500
2017/11/13,170.664841,16982100
2017/11/14,168.084793,24782500
2017/11/15,165.867737,29158100
2017/11/16,167.84938,23637500
2017/11/17,166.917419,21899500
2017/11/20,166.750641,16262400
2017/11/21,169.850601,25131300
2017/11/22,171.636032,25588900
2017/11/24,171.645859,14026700
2017/11/27,170.782547,20716800
2017/11/28,169.781952,26428800
2017/11/29,166.260147,41666400
2017/11/30,168.585114,41527200
2017/12/1,167.800308,39759300
2017/12/4,166.574081,32542400
2017/12/5,166.417099,27350200
2017/12/6,165.799088,28560000
2017/12/7,166.103195,25673300
2017/12/8,166.152222,23355200
2017/12/11,169.389542,35273800
2017/12/12,168.437973,19409200
2017/12/13,168.997131,23818400
2017/12/14,168.948074,20476500
2017/12/15,170.664841,40169300
2017/12/18,173.068283,29421100
2017/12/19,171.224014,27436400
2017/12/20,171.037628,23475600
2017/12/21,171.685074,20949900
2017/12/22,171.685074,16114600
2017/12/26,167.329453,33185500
2017/12/27,167.358871,21498200
2017/12/28,167.829758,16480200
2017/12/29,166.014908,25884400
2018/1/2,168.98732,25555900
2018/1/3,168.957886,29517900
2018/1/4,169.742706,22434600
2018/1/5,171.675278,23660000
2018/1/8,171.037628,20567800
2018/1/9,171.018005,21584000
2018/1/10,170.97876,23959900
2018/1/11,171.949951,18667700
2018/1/12,173.725571,25226000
2018/1/16,172.842682,29565900
2018/1/17,175.697388,34386800
2018/1/18,175.85434,31193400
2018/1/19,175.06955,32425100
2018/1/22,173.637283,27108600
2018/1/23,173.676514,32689100
2018/1/24,170.91008,51105100
2018/1/25,167.859161,41529000
2018/1/26,168.251556,39143000
2018/1/29,164.769012,50640400
2018/1/30,163.797836,46048200
2018/1/31,164.249084,32478900
2018/2/1,164.592438,47230800
2018/2/2,157.450745,86593800
2018/2/5,153.516953,72738500
2018/2/6,159.932663,68243800
2018/2/7,156.508972,51608600
2018/2/8,152.202393,54390500
2018/2/9,154.064056,70672600
2018/2/12,160.269562,60819500
2018/2/13,161.875107,32549200
2018/2/14,164.85965,40644900
2018/2/15,170.39537,51147200
2018/2/16,169.843765,40176100
2018/2/20,169.272461,33930500
2018/2/21,168.504166,37471600
2018/2/22,169.912704,30991900
2018/2/23,172.867706,33812400
2018/2/26,176.285675,38162200
2018/2/27,175.714386,38928100
2018/2/28,175.44841,37782100
2018/3/1,172.375214,48802000
2018/3/2,173.567078,38454000
2018/3/5,174.167923,28401400
2018/3/6,174.020172,23788500
2018/3/7,172.40477,31703500
2018/3/8,174.286118,23774100
2018/3/9,177.280518,32185200
2018/3/12,178.994415,32207100
2018/3/13,177.27066,31693500
2018/3/14,175.763611,29368400
2018/3/15,175.970459,22743800
2018/3/16,175.349915,39404700
2018/3/19,172.670731,33446800
2018/3/20,172.611618,19649400
2018/3/21,168.701157,36338100
2018/3/22,166.317459,41490800
2018/3/23,162.466095,41028800
2018/3/26,170.17868,37541200
2018/3/27,165.815109,40922600
2018/3/28,163.983002,41668500
2018/3/29,165.263504,38398500
2018/4/2,164.180008,37586800
2018/4/3,165.864349,30278000
2018/4/4,169.036072,34605500
2018/4/5,170.208206,26933200
2018/4/6,165.854523,35005300
2018/4/9,167.499466,29017700
2018/4/10,170.651459,28408600
2018/4/11,169.853622,22431600
2018/4/12,171.528107,22889300
2018/4/13,172.109268,25124300
2018/4/16,173.182922,21578400
2018/4/17,175.56662,26509000
2018/4/18,175.172607,20754500
2018/4/19,170.208206,34808800
2018/4/20,163.23439,65491100
2018/4/23,162.761597,36515500
2018/4/24,160.496109,33692000
2018/4/25,161.19545,28382100
2018/4/26,161.756912,27963000
2018/4/27,159.885406,35655800
2018/4/30,162.781296,42427400
2018/5/1,166.563705,53569400
2018/5/2,173.921677,66539400
2018/5/3,174.236862,34068200
2018/5/4,181.072769,56201300
2018/5/7,182.382813,42451400
2018/5/8,183.259476,28402800
2018/5/9,184.549835,23211200
2018/5/10,187.189621,27989300
2018/5/11,186.477692,26212200
2018/5/14,186.042618,20778800
2018/5/15,184.351776,23695200
2018/5/16,186.072266,19183100
2018/5/17,184.895615,17294000
2018/5/18,184.223236,18297700
2018/5/21,185.528442,18400800
2018/5/22,185.063721,15240700
2018/5/23,186.250259,20058400
2018/5/24,186.042618,23234000
2018/5/25,186.467804,17461000
2018/5/29,185.795425,22514100
2018/5/30,185.399887,18690500
2018/5/31,184.776947,27482800
2018/6/1,188.109222,23442500
2018/6/4,189.681396,26266200
2018/6/5,191.144821,21566000
2018/6/6,191.807312,20933600
2018/6/7,191.293152,21347200
2018/6/8,189.552856,26656800
2018/6/11,189.088135,18308500
2018/6/12,190.126358,16911100
2018/6/13,188.564056,21638400
2018/6/14,188.662933,21610100
2018/6/15,186.724884,61719200
2018/6/18,186.626022,18484900
2018/6/19,183.610168,33578500
2018/6/20,184.411102,20628700
2018/6/21,183.382751,25711900
2018/6/22,182.848785,27200400
2018/6/25,180.129608,31663100
2018/6/26,182.364288,24569200
2018/6/27,182.097321,25285300
2018/6/28,183.422302,17365200
2018/6/29,183.036682,22737700
2018/7/2,185.083466,17731300
2018/7/3,181.859985,13954800
2018/7/5,183.32341,16604200
2018/7/6,185.864655,17485200
2018/7/9,188.445404,19756600
2018/7/10,188.217972,15939100
2018/7/11,185.77565,18831500
2018/7/12,188.890366,18041100
2018/7/13,189.187012,12513900
2018/7/16,188.771713,15043100
2018/7/17,189.305664,15534500
2018/7/18,188.26741,16393400
2018/7/19,189.73085,20286800
2018/7/20,189.295776,20676200
2018/7/23,189.463867,15989400
2018/7/24,190.838303,18697900
2018/7/25,192.637924,16709900
2018/7/26,192.03476,19076000
2018/7/27,188.840912,24024000
2018/7/30,187.782913,21029500
2018/7/31,188.158646,39373000
2018/8/1,199.243088,67935700
2018/8/2,205.067123,62404000
2018/8/3,205.660416,33447400
2018/8/6,206.728317,25425400
2018/8/7,204.790268,25587400
2018/8/8,204.928696,22525500
2018/8/9,206.540436,23469200
2018/8/10,205.925232,24611200
2018/8/13,207.254883,25869100
2018/8/14,208.128067,20748000
2018/8/15,208.614273,28807600
2018/8/16,211.670471,28500400
2018/8/17,215.897522,35427000
2018/8/20,213.79393,30287700
2018/8/21,213.377167,26159800
2018/8/22,213.387085,19018100
2018/8/23,213.823685,18883200
2018/8/24,214.488495,18476400
2018/8/27,216.254745,20525100
2018/8/28,218.001129,22776800
2018/8/29,221.255753,27254800
2018/8/30,223.289917,48793800
2018/8/31,225.869812,43340100
2018/9/4,226.594162,27390100
2018/9/5,225.115677,33333000
2018/9/6,221.374847,34290000
2018/9/7,219.58876,37619800
2018/9/10,216.641724,39516500
2018/9/11,222.119049,35749000
2018/9/12,219.36055,49278700
2018/9/13,224.659256,41706400
2018/9/14,222.1091,31999300
2018/9/17,216.195206,37195100
2018/9/18,216.552414,31571700
2018/9/19,216.681412,27123800
2018/9/20,218.328583,26608800
2018/9/21,215.976913,96246700
2018/9/24,219.082687,27693400
2018/9/25,220.471878,24554400
2018/9/26,218.715561,23984700
2018/9/27,223.210526,30181200
2018/9/28,223.994431,22929400
2018/10/1,225.50267,23600800
2018/10/2,227.50705,24788200
2018/10/3,230.275482,28654800
2018/10/4,226.227036,32042000
2018/10/5,222.555634,33580500
2018/10/8,222.039658,29663900
2018/10/9,225.115677,26891000
2018/10/10,214.686966,41990600
2018/10/11,212.791718,53124400
2018/10/12,220.392502,40337900
2018/10/15,215.67923,30791000
2018/10/16,220.432175,29184000
2018/10/17,219.479614,22885400
2018/10/18,214.349579,32581300
2018/10/19,217.614151,33078700
2018/10/22,218.943771,28792100
2018/10/23,221.00769,38767800
2018/10/24,213.426773,40925500
2018/10/25,218.100357,29855800
2018/10/26,214.627411,47258400
2018/10/29,210.598831,45935500
2018/10/30,211.65062,36660000
2018/10/31,217.167618,38358900
2018/11/1,220.501633,58323200
2018/11/2,205.87561,91328700
2018/11/5,200.031158,66163700
2018/11/6,202.194321,31882900
2018/11/7,208.326508,33424400
2018/11/8,207.599655,25362600
2018/11/9,203.596817,34365800
2018/11/12,193.34079,51135500
2018/11/13,191.409073,46882900
2018/11/14,186.002274,60801000
2018/11/15,190.59259,46478800
2018/11/16,192.703537,36928300
2018/11/19,185.066284,41925300
2018/11/20,176.224197,67825200
2018/11/21,176.025055,31124200
2018/11/23,171.55423,23624000
2018/11/26,173.874283,44998500
2018/11/27,173.495911,41387400
2018/11/28,180.167297,46062500
2018/11/29,178.783234,41770000
2018/11/30,177.817383,39531500
2018/12/3,184.030731,40802500
2018/12/4,175.935455,41344300
2018/12/6,173.973862,43098400
2018/12/7,167.770477,42281600
2018/12/10,168.875732,62026000
2018/12/11,167.909866,47281700
2018/12/12,168.377869,35627700
2018/12/13,170.219955,31898600
2018/12/14,164.773315,40703700
2018/12/17,163.239899,44287900
2018/12/18,165.360809,33841500
2018/12/19,160.202927,49047300
2018/12/20,156.160263,64773000
2018/12/21,150.086304,95744600
2018/12/24,146.202972,37169200
2018/12/26,156.49881,58582500
2018/12/27,155.483154,53117100
2018/12/28,155.56282,42291400
2018/12/31,157.066376,35003500
