job_name,job_area,salary,experience,edu,skill,welfare,company_name,industry,stage,population
Python,深圳·龙岗区,15-22K,3-5年,本科,熟悉python MySQL数据库 JS Linux PHP培训讲师,加班补助，带薪年假，兴趣协会，五险一金，餐补,深圳市凡厘科技有...,移动互联网,不需要融资,1000-9999人
Python,深圳,13-17K,3-5年,本科,Web框架 Flask Django NumPy PostgreSQL,节日福利，零食下午茶，五险一金，通讯补贴,成都迈思创智科技公司,计算机软件,不需要融资,1000-9999人
python,深圳·南山区,15-16K,3-5年,大专,分布式技术 精通python Spark 相关算法 Hadoop,五险一金，加班补助，定期体检，员工旅游，带薪年假，企业文化，年终奖，全勤奖，零食下午茶，节日福利,法本,计算机软件,已上市,1000-9999人
Python 高级工程师,深圳·光明区,15-25K,3-5年,本科,Flask Django Redis MySQL Oracle,五险一金，交通补助，年终奖，节日福利，餐补，带薪年假，零食下午茶，通讯补贴，加班补助,格创东智,计算机服务,不需要融资,500-999人
python 开发工程师,深圳·南山区,13-20K,3-5年,本科,Shell C++ 熟悉linux操作系统 linux系统开发 工具链,节日福利，五险一金，带薪年假，零食下午茶,北京智蓝,计算机软件,不需要融资,500-999人
python,深圳·龙岗区,10-20K,3-5年,本科,Shell Celery Tornado Flask Scrapy,带薪年假，定期体检，五险一金，零食下午茶，加班补助，免费班车，节日福利,软通动力,计算机软件,已上市,10000人以上
Python,深圳,15-30K,10年以上,本科,Django 全栈开发 MySQL C++ 软件工程师,,北科威科技,计算机软件,不需要融资,0-20人
Python Web讲师,深圳,30-50K,3-5年,本科,Tornado Flask Django 熟悉http协议 数据库优化,定期体检，节日福利，交通补助，通讯补贴，年终奖，餐补，员工旅游，零食下午茶，补充医疗保险，带薪年假,传智播客,在线教育,不需要融资,1000-9999人
Python,深圳·龙岗区,15-30K,3-5年,本科,全栈开发 云计算 大数据 后端开发 Kubernetes,免费班车，补充医疗保险，定期体检，股票期权，住房补贴，年终奖，通讯补贴，五险一金，节日福利，加班补助，餐补，带薪年假，零食下午茶，交通补助,华为,计算机软件,不需要融资,10000人以上
python,深圳·南山区,11-20K,3-5年,本科,Tornado 精通python Django PyTorch Docker,交通补助，节日福利，员工旅游，年终奖，定期体检，免费班车，通讯补贴，五险一金，带薪年假,顺势腾辉科技,计算机软件,不需要融资,100-499人
Python,深圳·龙岗区,10-15K,3-5年,本科,Django Shell Linux C语言 后端开发,定期体检，加班补助，节日福利，零食下午茶，餐补，免费班车，交通补助，员工旅游，五险一金，带薪年假,易宝软件,计算机软件,不需要融资,500-999人
python,深圳,15-30K,3-5年,本科,反爬 SQLAlchemy 分布式爬虫 Xpath BeautifulSoup,带薪年假,博纳德科技,移动互联网,天使轮,1000-9999人
Python,深圳·南山区,20-40K,3-5年,本科,Go 架构师 Linux MySQL linux环境,包吃，带薪年假，五险一金，员工旅游，股票期权，补充医疗保险，加班补助，定期体检，年终奖，节日福利，免费班车，餐补,腾讯,互联网,已上市,10000人以上
