日期,体重lb,体脂率%,数据源
2016-12-19,173.4,20.3,omron
2016-12-21,168.4,22.1,omron
2016-12-23,167.6,21.2,omron
2016-12-27,172.0,20.7,omron
2016-12-28,168.2,20.4,withings
2016-12-28,168.8,22.0,omron
2016-12-28,170.0,18.8,withings
2016-12-29,169.3,20.9,withings
2016-12-30,168.4,20.2,withings
2016-12-30,168.8,21.7,omron
2016-12-31,169.3,19.0,withings
2017-01-01,171.2,21.5,omron
2017-01-01,170.9,20.3,withings
2017-01-02,171.4,21.5,omron
2017-01-02,170.9,20.3,withings
2017-01-03,169.8,19.8,withings
2017-01-03,170.4,21.0,omron
2017-01-05,170.2,19.6,withings
2017-01-05,170.6,20.1,omron
2017-01-06,171.6,19.0,omron
2017-01-06,171.1,18.7,withings
2017-01-07,170.9,20.0,withings
2017-01-07,171.6,21.0,omron
2017-01-08,168.8,22.9,omron
2017-01-08,168.0,20.7,withings
2017-01-09,168.4,20.5,withings
2017-01-10,168.9,19.6,withings
2017-01-10,169.4,21.0,omron
2017-01-11,167.3,20.5,withings
2017-01-11,168.2,22.5,omron
2017-01-12,170.4,20.3,omron
2017-01-12,170.0,19.6,withings
2017-01-13,170.8,19.2,omron
2017-01-13,170.4,18.7,withings
2017-01-14,169.8,19.0,withings
2017-01-15,170.8,19.7,omron
2017-01-15,170.0,18.5,withings
2017-01-16,170.0,19.7,withings
2017-01-16,170.4,21.3,omron
2017-01-17,171.0,20.1,omron
2017-01-17,170.4,19.2,withings
2017-01-18,170.2,20.4,omron
2017-01-18,170.0,20.0,withings
2017-01-19,169.3,20.0,withings
2017-01-19,169.6,20.9,omron
2017-01-20,168.4,20.0,withings
2017-01-21,167.6,20.0,withings
2017-01-22,169.5,19.0,withings
2017-01-22,170.0,19.6,omron
2017-01-23,170.2,21.1,omron
2017-01-23,169.5,19.4,withings
2017-01-24,169.8,20.3,omron
2017-01-24,169.3,19.2,withings
2017-01-25,168.7,19.8,withings
2017-01-25,169.0,20.7,omron
2017-01-26,168.2,19.5,withings
2017-01-26,168.6,20.6,omron
2017-01-27,169.1,19.7,withings
2017-02-05,169.1,19.3,withings
2017-02-06,169.1,19.3,withings
2017-02-07,169.3,20.2,withings
2017-02-08,169.6,20.9,omron
2017-02-09,169.4,21.5,omron
2017-02-10,168.0,20.8,withings
2017-02-10,168.2,21.9,omron
2017-02-11,168.4,19.6,withings
2017-02-12,167.2,20.4,omron
2017-02-12,166.2,18.5,withings
2017-02-13,168.0,20.2,withings
2017-02-14,167.8,20.0,withings
2017-02-14,167.6,20.1,withings
2017-02-15,166.0,19.8,withings
2017-02-16,167.1,18.4,withings
2017-02-17,168.2,19.5,withings
2017-02-18,169.1,19.7,withings
2017-02-19,168.2,17.9,withings
2017-02-20,170.4,19.2,withings
2017-02-21,168.2,19.1,withings
2017-02-22,166.9,19.7,withings
2017-02-22,167.4,21.2,omron
2017-02-23,166.6,21.3,omron
2017-02-23,166.2,19.4,withings
2017-02-24,167.3,19.0,withings
2017-02-24,167.8,20.3,omron
2017-02-25,166.9,18.8,withings
2017-02-25,168.2,20.3,omron
2017-02-25,168.0,19.2,withings
2017-02-27,170.4,19.5,withings
2017-02-27,170.8,20.7,omron
2017-02-28,170.4,19.5,withings
2017-02-28,171.0,21.3,omron
2017-02-28,170.4,19.5,withings
2017-03-01,168.2,19.0,withings
2017-03-01,168.6,20.9,omron
2017-03-02,169.2,20.7,omron
2017-03-02,168.7,19.5,withings
2017-03-03,168.7,19.7,withings
2017-03-04,172.0,18.4,omron
2017-03-04,171.3,18.2,withings
2017-03-05,170.0,20.3,omron
2017-03-05,169.3,19.2,withings
2017-03-06,169.8,20.0,omron
2017-03-06,169.1,18.4,withings
2017-03-07,168.9,20.2,withings
2017-03-08,168.4,20.6,omron
2017-03-09,167.6,19.2,withings
2017-03-09,167.8,19.0,withings
2017-03-10,169.8,18.9,omron
2017-03-10,169.1,17.7,withings
2017-03-11,169.3,19.9,withings
2017-03-12,167.1,20.1,withings
2017-03-13,169.8,21.3,omron
2017-03-13,170.2,20.1,withings
2017-03-14,168.7,19.5,withings
2017-03-15,170.4,20.2,withings
2017-03-16,170.2,19.0,withings
2017-03-18,171.3,17.4,withings
2017-03-18,171.8,20.6,omron
2017-03-20,169.4,20.7,omron
2017-03-21,169.8,20.9,omron
2017-03-24,170.0,19.8,omron
2017-03-28,169.4,20.5,omron
2017-03-30,169.2,20.0,omron
2017-03-31,170.0,20.9,omron
2017-04-01,169.8,19.6,omron
2017-04-02,171.6,19.6,omron
2017-04-03,169.0,20.3,omron
2017-04-04,168.8,19.9,omron
2017-04-06,166.2,20.2,omron
2017-04-07,170.4,20.1,omron
2017-04-08,170.8,18.2,omron
2017-04-09,172.4,19.2,withings
2017-04-10,169.8,18.7,withings
2017-04-11,168.4,17.3,withings
2017-04-12,166.9,18.7,withings
2017-04-13,166.4,18.1,withings
2017-04-14,168.4,18.8,omron
2017-04-14,168.9,16.8,withings
2017-04-15,170.4,17.1,withings
2017-04-17,172.6,18.0,withings
2017-04-19,169.5,17.9,withings
2017-04-20,170.2,18.0,withings
2017-04-22,168.7,18.9,withings
2017-04-23,170.6,17.2,withings
2017-04-24,172.2,19.1,withings
2017-04-25,170.2,19.3,withings
2017-04-26,169.8,19.7,withings
2017-04-27,168.4,21.2,omron
2017-04-28,167.8,18.2,withings
2017-04-29,168.7,18.5,withings
2017-04-30,170.4,17.4,withings
2017-05-01,170.9,19.0,withings
2017-05-02,169.3,18.4,withings
2017-05-03,168.2,19.1,withings
2017-05-04,167.8,19.1,withings
2017-05-05,168.9,18.8,withings
2017-05-06,169.3,18.3,withings
2017-05-07,166.9,17.8,withings
2017-05-08,170.0,19.6,withings
2017-05-08,170.0,19.6,withings
2017-05-09,170.0,19.3,withings
2017-05-09,170.2,20.7,omron
2017-05-10,169.3,19.5,withings
2017-05-10,169.5,20.0,withings
2017-05-10,169.6,21.3,omron
2017-05-11,171.3,18.9,withings
2017-05-12,172.2,19.0,withings
2017-05-13,170.9,19.0,withings
2017-05-13,171.3,18.8,withings
2017-05-14,169.5,21.0,withings
2017-05-15,170.2,19.8,withings
2017-05-16,170.4,20.1,withings
2017-05-17,170.4,19.7,withings
2017-05-17,171.0,21.3,omron
2017-05-25,170.4,20.3,withings
2017-05-26,170.9,20.0,withings
2017-05-27,168.9,20.4,withings
2017-05-30,172.2,20.2,withings
2017-05-30,172.2,20.1,withings
2017-05-31,172.8,19.4,withings
2017-06-01,173.5,19.1,withings
2017-06-02,172.0,20.3,withings
2017-06-03,170.9,20.0,withings
2017-06-04,171.7,19.6,withings
2017-06-05,172.0,19.5,withings
2017-06-06,170.6,20.0,withings
2017-06-09,169.8,18.8,withings
2017-06-10,170.4,20.5,withings
2017-06-13,172.4,18.9,withings
2017-06-14,170.9,18.7,withings
2017-06-17,170.6,18.5,withings
2017-06-18,171.7,19.2,withings
2017-06-19,172.2,19.1,withings
2017-06-20,170.9,18.9,withings
2017-06-20,171.1,18.7,withings
2017-06-21,169.8,17.9,withings
2017-06-22,169.8,18.8,withings
2017-06-23,170.4,18.9,withings
2017-06-24,170.2,18.8,withings
2017-06-24,170.2,18.9,withings
2017-06-25,173.1,17.5,withings
2017-06-26,173.1,18.8,withings
2017-06-27,172.2,18.2,withings
2017-06-28,171.3,18.1,withings
2017-06-29,169.3,20.2,withings
2017-06-30,171.7,18.9,withings
2017-07-01,170.2,19.2,withings
2017-07-03,171.5,20.0,withings
2017-07-05,172.6,18.7,withings
2017-07-06,171.7,20.0,withings
2017-07-07,172.8,18.8,withings
2017-07-08,170.6,19.3,withings
2017-07-10,173.3,19.6,withings
2017-07-10,172.6,19.5,withings
2017-07-11,170.4,19.3,withings
2017-07-12,170.2,18.4,withings
2017-07-13,170.9,19.4,withings
2017-07-13,170.4,18.7,withings
2017-07-14,171.3,20.5,withings
2017-07-14,169.8,,withings
2017-07-14,170.4,18.3,withings
2017-07-14,169.1,18.0,withings
2017-07-14,170.2,18.0,withings
2017-07-16,172.0,18.9,withings
2017-07-17,172.0,14.1,withings
2017-07-17,172.0,16.3,withings
2017-07-18,171.7,17.9,withings
2017-07-19,171.5,16.4,withings
2017-07-20,169.5,15.9,withings
2017-07-21,171.5,15.7,withings
2017-07-23,172.4,15.0,withings
2017-07-24,172.2,16.0,withings
2017-07-24,172.4,16.0,withings
2017-07-25,170.4,18.3,withings
2017-07-26,169.8,17.9,withings
2017-07-27,166.9,17.3,withings
2017-07-28,169.1,15.6,withings
2017-07-29,168.4,17.6,withings
2017-07-30,169.5,17.4,withings
2017-07-31,169.5,17.6,withings
2017-08-01,170.4,16.5,withings
2017-08-02,168.2,15.5,withings
2017-08-04,168.2,15.0,withings
2017-08-05,168.2,14.6,withings
2017-08-06,168.7,15.9,withings
2017-08-07,169.3,16.2,withings
2017-08-08,167.6,17.0,withings
2017-08-09,166.9,16.0,withings
2017-08-10,168.0,15.8,withings
2017-08-11,168.4,16.4,withings
2017-08-11,168.4,16.3,withings
2017-08-12,168.9,14.9,withings
2017-08-13,169.1,14.2,withings
2017-08-14,169.1,15.3,withings
2017-08-15,170.0,15.7,withings
2017-08-16,168.2,14.7,withings
2017-08-17,167.3,15.3,withings
2017-08-18,171.1,13.7,withings
2017-08-19,170.4,14.2,withings
2017-08-20,170.0,13.9,withings
2017-08-21,169.5,16.8,withings
2017-08-21,169.3,16.6,withings
2017-08-22,169.5,15.3,withings
2017-08-23,169.8,16.7,withings
2017-08-24,168.9,18.0,withings
2017-08-24,168.9,18.1,withings
2017-08-28,169.5,18.8,withings
2017-08-29,168.7,16.7,withings
2017-08-31,167.6,14.9,withings
2017-09-05,170.0,15.8,withings
2017-09-08,168.9,17.2,withings
2017-09-11,171.7,17.2,withings
2017-09-12,169.3,18.5,withings
2017-09-12,169.1,18.5,withings
2017-09-13,168.7,17.6,withings
2017-09-14,167.1,16.4,withings
2017-09-15,168.0,15.3,withings
2017-09-16,168.2,16.1,withings
2017-09-17,170.6,15.4,withings
2017-09-18,170.4,15.6,withings
2017-09-19,169.5,13.6,withings
2017-09-20,168.9,14.0,withings
2017-09-21,168.0,12.9,withings
2017-09-24,169.8,14.7,withings
2017-09-25,168.4,17.0,withings
2017-09-25,169.1,17.1,withings
2017-09-26,167.8,13.6,withings
2017-09-28,165.3,16.3,withings
2017-10-01,170.4,18.1,withings
2017-10-03,169.3,16.0,withings
2017-10-06,167.6,13.2,withings
2017-10-07,167.8,13.2,withings
2017-10-10,168.4,12.5,withings
2017-10-11,166.7,14.0,withings
2017-10-18,167.3,14.6,withings
2017-10-24,165.3,12.2,withings
2017-10-27,163.4,17.4,withings
2017-10-28,164.7,15.4,withings
2017-10-29,165.8,14.1,withings
2017-10-31,166.2,14.5,withings
2017-11-01,164.2,17.2,withings
2017-11-01,164.5,17.1,withings
2017-11-02,164.0,13.8,withings
2017-11-03,169.1,12.9,withings
2017-11-04,165.3,17.3,withings
2017-11-07,166.9,17.8,withings
2017-11-08,165.3,17.2,withings
2017-11-09,164.5,15.8,withings
2017-11-13,165.3,18.0,withings
2017-11-16,166.0,14.7,withings
2017-11-18,171.1,17.2,withings
2017-11-20,168.0,18.2,withings
2017-11-21,167.8,17.2,withings
2017-11-23,168.7,18.5,withings
2017-11-27,168.2,19.1,withings
2017-11-30,166.7,18.9,withings
2017-12-04,174.4,16.7,withings
2017-12-05,172.4,13.9,withings
2017-12-05,172.6,16.4,withings
2017-12-08,168.4,18.9,withings
2017-12-15,170.2,18.8,withings
2017-12-21,170.0,20.0,withings
2017-12-24,173.3,18.1,withings
2017-12-27,171.3,21.6,withings
2017-12-27,171.3,21.1,withings
2017-12-30,170.0,20.7,withings
2018-01-01,172.4,19.0,withings
2018-01-10,171.1,18.2,withings
2018-01-12,170.4,13.8,withings
2018-01-31,167.1,19.8,withings
2018-02-04,167.8,18.0,withings
2018-02-08,171.3,17.0,withings
2018-02-09,169.5,17.5,withings
2018-02-10,169.3,18.0,withings
2018-02-15,170.4,15.9,withings
2018-02-16,171.3,13.9,withings
2018-02-17,174.4,16.9,withings
2018-02-18,174.2,17.9,withings
2018-02-21,170.2,14.4,withings
2018-02-23,173.3,16.3,withings
2018-02-27,170.9,13.1,withings
2018-02-28,171.3,14.3,withings
2018-03-01,171.7,15.5,withings
2018-03-06,171.7,16.8,withings
2018-03-10,171.5,18.4,withings
2018-03-13,171.1,20.1,withings
2018-03-13,170.9,20.1,withings
2018-03-20,171.5,19.6,withings
2018-03-21,171.7,19.2,withings
2018-03-24,171.3,19.6,withings
2018-03-26,171.3,19.8,withings
2018-03-29,171.7,15.8,withings
2018-03-30,173.1,15.9,withings
2018-04-02,171.7,18.9,withings
2018-04-05,172.4,19.0,withings
2018-04-07,172.0,15.5,withings
2018-04-13,173.7,16.0,withings
2018-04-14,175.3,14.8,withings
2018-04-15,175.5,19.1,withings
2018-04-16,173.9,17.0,withings
2018-04-17,171.1,16.5,withings
2018-04-18,171.0,19.4,omron
2018-04-23,170.2,18.9,omron
2018-05-02,168.4,16.5,withings
2018-05-03,167.8,16.1,withings
2018-05-04,168.0,14.5,withings
2018-05-05,169.3,16.0,withings
2018-05-06,169.5,15.6,withings
2018-05-07,170.0,15.5,withings
2018-05-08,167.6,16.3,withings
2018-05-11,168.7,14.4,withings
2018-05-12,168.2,17.6,withings
2018-05-13,167.8,16.5,withings
2018-05-14,166.9,14.5,withings
2018-05-15,168.2,13.8,withings
2018-05-16,169.1,12.2,withings
2018-05-17,167.6,12.3,withings
2018-05-18,168.9,11.7,withings
2018-05-20,166.7,12.6,withings
2018-05-21,167.3,13.7,withings
2018-05-23,168.7,12.7,withings
2018-05-25,168.0,15.2,withings
2018-05-26,171.3,15.8,withings
2018-05-27,173.1,13.8,withings
2018-05-30,171.1,13.5,withings
2018-06-03,171.3,17.1,withings
2018-06-05,171.7,15.4,withings
2018-06-08,171.1,15.1,withings
2018-06-09,169.5,13.8,withings
2018-06-12,172.8,16.6,withings
2018-06-13,169.1,17.2,withings
2018-06-14,170.4,16.9,withings
2018-06-15,171.3,18.9,withings
2018-06-22,170.4,19.1,withings
2018-06-24,170.9,15.6,withings
2018-06-25,171.7,14.7,withings
2018-06-26,170.4,18.2,withings
2018-07-02,169.5,19.6,withings
2018-07-06,172.2,19.9,withings
2018-07-07,171.1,19.7,withings
2018-07-08,171.3,20.7,withings
2018-07-09,168.9,17.8,withings
2018-07-11,170.9,17.1,withings
2018-07-12,170.4,17.3,withings
2018-07-13,170.9,17.2,withings
2018-07-14,171.5,17.5,withings
2018-07-17,170.0,19.0,withings
2018-07-18,170.2,18.1,withings
2018-07-19,169.1,19.9,withings
2018-07-20,169.1,17.4,withings
2018-07-22,170.6,16.3,withings
2018-07-24,169.1,16.6,withings
2018-07-26,168.7,17.2,withings
2018-07-30,169.1,16.9,withings
2018-07-31,169.5,16.8,withings
2018-08-02,168.9,15.8,withings
2018-08-04,168.7,17.8,withings
2018-08-07,169.1,17.7,withings
2018-08-08,168.7,16.6,withings
2018-08-10,169.8,16.9,withings
2018-08-15,173.3,17.6,withings
2018-08-16,170.0,18.7,withings
2018-08-17,168.0,17.2,withings
2018-08-18,170.0,17.0,withings
2018-08-21,169.3,17.1,withings
2018-08-23,168.7,17.9,withings
2018-08-25,169.3,18.9,withings
2018-08-26,172.0,17.9,withings
2018-08-31,171.1,19.0,withings
2018-09-02,168.7,18.3,withings
2018-09-06,170.2,17.9,withings
2018-09-09,169.3,17.5,withings
2018-09-11,169.3,17.0,withings
2018-09-15,168.4,14.4,withings
2018-09-17,169.8,15.4,withings
2018-09-24,166.7,17.5,withings
2018-09-26,166.2,18.1,withings
2018-09-26,165.1,17.7,withings
2018-09-27,164.7,16.3,withings
2018-09-28,166.9,16.8,withings
2018-09-29,167.3,15.6,withings
2018-09-30,165.6,19.2,withings
2018-10-03,167.3,15.5,withings
2018-10-06,168.9,18.0,withings
2018-10-07,164.9,16.7,withings
2018-10-08,164.5,15.9,withings
2018-10-09,162.7,14.6,withings
2018-10-09,162.7,14.6,withings
2018-10-10,162.9,14.8,withings
2018-10-11,163.4,14.4,withings
2018-10-12,162.9,14.4,withings
2018-10-20,164.5,18.0,withings
2018-10-21,163.8,18.9,withings
2018-10-22,165.1,19.3,withings
2018-10-23,164.0,18.1,withings
2018-10-25,163.1,17.3,withings
2018-10-29,163.5,19.6,fit3d
2018-10-29,164.1,21.6,fit3d
2018-11-03,164.0,15.3,withings
2018-11-04,164.9,17.8,withings
2018-11-05,164.5,18.5,withings
2018-11-08,163.6,17.5,withings
2018-11-12,166.4,17.8,withings
2018-11-17,164.5,17.9,withings
2018-11-19,166.9,18.1,withings
2018-11-21,167.3,18.9,withings
2018-11-25,168.7,18.5,withings
2018-11-29,167.3,18.8,withings
2018-11-29,167.1,,withings
2018-11-30,166.9,19.4,withings
2018-12-02,167.6,18.1,withings
2018-12-03,166.2,16.9,withings
2018-12-04,163.8,20.1,withings
2018-12-05,163.2,18.1,fit3d
2018-12-08,166.4,,withings
2018-12-08,166.7,,withings
2018-12-08,166.4,,withings
2018-12-09,166.4,19.2,withings
2018-12-15,169.5,14.6,withings
2018-12-16,168.2,17.0,withings
2018-12-17,168.0,17.9,withings
2018-12-24,167.6,,withings
2018-12-24,167.6,,withings
2018-12-24,167.8,17.6,withings
2018-12-27,169.8,19.3,withings
2018-12-28,168.7,14.1,withings
2019-01-01,167.1,13.0,withings
2019-01-02,167.3,16.0,withings
2019-01-04,166.9,,withings
2019-01-04,166.9,,withings
2019-01-04,167.1,,withings
2019-01-05,166.7,18.0,withings
2019-01-06,167.1,16.2,withings
2019-01-07,168.2,19.2,withings
2019-01-09,166.2,,withings
2019-01-11,167.1,,withings
2019-01-13,169.5,18.5,withings
2019-01-15,167.1,19.7,withings
2019-01-16,167.3,20.1,withings
2019-01-18,166.4,19.0,withings
2019-01-20,165.8,16.2,withings
2019-01-21,166.7,20.1,withings
2019-01-23,167.3,19.1,withings
2019-01-26,165.1,22.1,fit3d
2019-01-30,169.3,19.9,withings
2019-02-08,169.3,15.8,withings
2019-02-14,168.4,17.9,withings
2019-02-26,167.6,19.8,withings
2019-03-01,164.5,17.8,withings
2019-03-08,166.0,,withings
2019-03-09,165.6,20.0,withings
2019-03-09,165.8,20.2,withings
2019-03-11,165.3,18.6,withings
2019-03-12,165.8,,withings
2019-03-13,163.1,26.9,fit3d
2019-03-15,165.6,17.6,withings
2019-03-16,167.8,16.2,withings
2019-03-19,166.7,19.3,withings
2019-03-21,167.1,15.8,withings
2019-03-23,168.2,18.3,withings
2019-03-25,167.3,18.7,withings
2019-03-26,165.6,19.4,withings
2019-04-01,168.9,18.2,withings
2019-04-04,165.3,18.5,withings
2019-04-06,167.3,18.1,withings
2019-04-08,168.0,17.0,withings
2019-04-11,169.3,17.4,withings
2019-04-13,168.9,,withings
2019-04-13,168.9,16.3,withings
2019-04-14,170.2,14.7,withings
2019-04-15,168.9,14.4,withings
2019-04-16,166.9,18.1,withings
2019-04-17,164.7,18.2,withings
2019-04-18,164.9,17.8,withings
2019-04-19,166.0,16.3,withings
2019-04-19,165.0,19.0,fit3d
2019-04-20,169.1,14.8,withings
2019-04-22,170.0,18.2,withings
2019-04-26,170.7,20.7,dexa
2019-05-01,167.1,18.2,withings
2019-05-02,167.3,17.4,withings
2019-05-03,165.3,25.7,fit3d
2019-05-06,169.1,15.9,withings
2019-05-07,167.3,15.2,withings
2019-05-08,163.8,16.4,withings
2019-05-10,167.3,14.9,withings
2019-05-12,168.4,16.7,withings
2019-05-13,167.1,17.3,withings
2019-05-17,167.1,15.3,withings
2019-05-20,166.0,14.6,withings
2019-05-24,167.3,15.2,withings
2019-05-25,168.7,16.1,withings
2019-05-27,172.0,15.2,withings
2019-05-28,169.8,16.8,withings
2019-05-30,167.6,16.1,withings
2019-05-31,167.5,21.1,fit3d
2019-06-05,167.3,14.4,withings
2019-06-06,167.8,16.0,withings
2019-06-08,169.8,18.1,withings
2019-06-09,169.8,17.8,withings
2019-06-10,168.7,17.2,withings
2019-06-11,168.2,15.8,withings
2019-06-12,168.9,17.9,withings
2019-06-13,169.3,17.1,withings
2019-06-15,167.8,17.3,withings
2019-06-16,166.9,16.5,withings
2019-06-17,168.9,16.6,withings
2019-06-18,168.0,15.0,withings
2019-06-19,168.2,12.2,withings
2019-06-25,169.5,14.9,withings
2019-06-26,170.0,14.3,withings
2019-06-27,168.7,15.5,withings
2019-06-28,168.9,15.6,withings
2019-06-29,171.5,14.8,withings
2019-07-02,172.0,15.7,withings
2019-07-06,171.7,14.6,withings
2019-07-08,169.6,24.9,fit3d
2019-07-08,170.9,17.1,withings
2019-07-09,170.6,16.0,withings
2019-07-10,169.1,13.6,withings
2019-07-11,168.9,14.7,withings
2019-07-16,168.7,15.9,withings
2019-07-17,168.2,15.2,withings
2019-07-18,167.6,13.2,withings
2019-07-19,168.4,12.8,withings
2019-07-20,170.6,12.7,withings
2019-07-22,170.0,13.8,withings
2019-07-23,169.8,16.1,withings
2019-07-26,169.5,16.1,withings
2019-07-29,171.3,14.4,withings
2019-07-30,170.4,14.6,withings
2019-07-31,170.0,14.9,withings
2019-08-01,168.0,15.0,withings
2019-08-03,169.8,14.6,withings
2019-08-05,170.0,16.2,withings
2019-08-07,169.8,15.3,withings
2019-08-08,171.1,15.1,withings
2019-08-09,169.5,14.8,withings
2019-08-11,168.9,18.7,withings
2019-08-12,169.7,22.1,fit3d
2019-08-12,170.9,18.0,withings
2019-08-13,171.1,15.7,withings
2019-08-14,171.7,14.8,withings
2019-08-15,171.5,13.8,withings
2019-08-16,170.2,15.1,withings
2019-08-17,170.0,13.0,withings
2019-08-18,170.0,12.5,withings
2019-08-21,169.8,12.6,withings
2019-08-23,170.0,16.4,withings
2019-08-24,171.7,19.3,withings
2019-08-25,172.4,18.7,withings
2019-08-27,168.9,18.9,withings
2019-08-29,171.5,15.0,withings
2019-08-31,172.8,17.6,withings
2019-09-03,172.0,17.4,withings
2019-09-04,169.5,16.4,withings
2019-09-05,171.3,17.3,withings
2019-09-07,172.2,17.8,withings
2019-09-09,172.2,17.7,withings
2019-09-11,168.7,16.0,withings
2019-09-18,169.5,17.3,withings
2019-09-19,167.3,17.7,withings
2019-09-25,168.2,18.3,withings
2019-09-27,170.9,19.2,withings
2019-09-28,170.2,16.9,withings
2019-09-30,170.9,19.6,withings
2019-10-02,171.1,17.0,withings
2019-10-04,170.0,18.0,withings
2019-10-07,166.9,14.3,withings
2019-10-08,168.4,16.7,withings
2019-10-09,167.3,17.9,withings
2019-10-11,168.2,19.0,withings
2019-10-18,170.0,19.1,withings
2019-10-21,172.4,15.9,withings
2019-10-22,170.4,16.6,withings
2019-10-23,170.4,13.7,withings
2019-10-26,171.5,12.3,withings
2019-10-29,172.0,12.3,withings
2019-11-04,173.3,,withings
2019-11-04,173.5,18.6,withings
2019-11-05,173.5,16.5,withings
2019-11-05,173.3,,withings
2019-11-09,168.4,20.2,withings
2019-11-13,169.3,20.2,withings
2019-11-24,171.3,17.9,withings
2019-12-04,169.1,19.0,withings
2019-12-04,169.1,,withings
2019-12-10,168.2,17.5,withings
2019-12-16,170.4,20.4,withings
2019-12-29,173.1,,withings
2020-01-01,169.5,17.6,withings
2020-01-02,168.0,29.2,fit3d
2020-01-03,168.0,18.9,withings
2020-01-09,166.0,,withings
2020-01-10,168.4,19.5,withings
2020-01-12,169.1,18.4,withings
2020-01-13,169.1,19.3,withings
2020-01-15,170.2,18.0,withings
2020-01-16,167.6,17.9,withings
2020-01-19,171.5,18.7,withings
2020-01-21,169.1,20.9,withings
2020-01-22,167.6,20.6,withings
2020-01-23,168.2,20.1,withings
2020-01-26,167.8,18.9,withings
2020-01-27,167.3,19.4,withings
2020-01-29,166.4,19.3,withings
2020-01-30,166.7,19.0,withings
2020-02-03,171.1,18.7,withings
2020-02-06,167.3,19.7,withings
2020-02-12,168.0,19.7,withings
2020-02-14,166.9,20.4,withings
2020-02-16,171.3,19.1,withings
2020-02-17,170.0,19.4,withings
2020-02-18,169.5,20.1,withings
2020-02-20,167.6,21.0,withings
2020-02-22,168.9,19.6,withings
2020-02-28,166.0,21.2,withings
2020-02-29,167.8,19.4,withings
2020-03-02,169.3,18.4,withings
2020-03-03,166.4,19.7,withings
2020-03-03,166.4,,withings
2020-03-09,168.0,19.3,withings
2020-03-11,167.6,19.0,withings
2020-03-12,167.6,19.1,withings
2020-03-13,166.4,18.5,withings
2020-03-18,167.3,19.5,withings
2020-03-23,166.7,19.6,withings
2020-03-28,168.4,19.4,withings
2020-03-31,168.0,19.3,withings
2020-04-02,166.9,20.2,withings
2020-04-07,168.2,19.2,withings
2020-04-09,167.6,19.1,withings
2020-04-10,168.2,18.7,withings
2020-04-13,169.1,18.7,withings
2020-04-14,168.0,19.5,withings
2020-04-15,167.6,20.0,withings
2020-04-16,168.2,20.2,withings
2020-04-16,168.2,20.1,withings
2020-04-17,167.6,20.4,withings
2020-04-20,168.7,19.8,withings
2020-04-22,166.4,20.1,withings
2020-04-24,167.3,20.1,withings
2020-04-28,170.4,18.9,withings
2020-04-29,169.1,19.6,withings
2020-04-30,166.9,18.2,withings
2020-05-02,167.1,20.5,withings
2020-05-03,170.0,17.4,withings
2020-05-05,169.1,18.3,withings
2020-05-06,168.0,18.9,withings
2020-05-07,168.7,19.3,withings
2020-05-08,168.2,19.5,withings
2020-05-10,169.1,20.0,withings
2020-05-11,169.3,17.7,withings
2020-05-12,170.0,19.1,withings
2020-05-13,170.0,19.3,withings
2020-05-14,171.3,19.3,withings
2020-05-15,168.9,19.2,withings
2020-05-16,171.1,18.0,withings
2020-05-17,170.0,18.9,withings
2020-05-18,169.3,19.1,withings
2020-05-19,173.3,18.3,withings
2020-05-19,170.9,19.8,withings
2020-05-20,170.6,20.3,withings
2020-05-21,172.4,21.2,withings
2020-05-22,170.0,19.3,withings
2020-05-23,170.6,17.6,withings
2020-05-24,171.3,20.0,withings
2020-05-25,172.2,18.9,withings
2020-05-26,172.2,18.4,withings
2020-05-27,172.0,17.3,withings
2020-05-29,173.5,15.5,withings
2020-05-29,173.5,15.3,withings
2020-05-30,170.9,15.4,withings
2020-05-31,170.6,19.5,withings
2020-06-01,171.5,19.7,withings
2020-06-02,170.6,19.5,withings
2020-06-03,170.2,18.6,withings
2020-06-04,171.1,17.5,withings
2020-06-05,171.1,16.0,withings
2020-06-06,172.2,17.9,withings
2020-06-07,172.8,19.0,withings
2020-06-08,172.8,18.7,withings
2020-06-09,171.3,18.7,withings
2020-06-10,170.2,18.6,withings
2020-06-11,170.0,19.1,withings
2020-06-12,171.5,18.8,withings
2020-06-13,172.4,19.2,withings
2020-06-14,171.7,18.3,withings
2020-06-16,171.7,19.0,withings
